brewery,link,type,address
Waterloo Brewing (Canada),/brewers/waterloo-brewing-canada/1199/,Commercial Brewery,"400 Bingemans Centre Drive, Kitchener, Ontario, N2B 3X9, Canada"
Wave Maker Craft Brewery,/brewers/wave-maker-craft-brewery/39182/,Microbrewery,"639 Laurel Street, Cambridge, Ontario, N3H 3Z1, Canada"
Wayfarers' Ale Society,/brewers/wayfarers39-ale-society/27989/,Commercial Brewery,"1116 Kars St., Port Williams, Nova Scotia, B0P 1T0, Canada"
Wayne Gretzky Craft Brewing,/brewers/wayne-gretzky-craft-brewing/39832/,Microbrewery,"Ontario, Canada"
Wellington Brewery (Canada),/brewers/wellington-brewery-canada/42/,Microbrewery,"950 Woodlawn Road, Guelph, Ontario, N1K 1B8, Canada"
Welton Brewery (Canada),/brewers/welton-brewery-canada/43783/,Microbrewery,"455 Neave Court Unit 2, Kelowna, British Columbia, V1V 2M2, Canada"
Western Newfoundland Brewing Company,/brewers/western-newfoundland-brewing-company/29806/,Microbrewery,"23 Stentaford Ave, Pasadena, Newfoundland, A0L 1K0, Canada"
Westport Brewing Co. (Canada),/brewers/westport-brewing-co-canada/37428/,Microbrewery,"41b Main St, Westport, Ontario, K0G 1N0, Canada"
Wheelhouse Brewing Co.,/brewers/wheelhouse-brewing-co/18583/,Microbrewery,"380 Bill Murray Dr, Prince Rupert, British Columbia, V8J4P5, Canada"
Whiprsnapr Brewing Co.,/brewers/whiprsnapr-brewing-co/21248/,Microbrewery,"14 Bexley Place - Unit 106&108, Ottawa, Ontario, K2H 8X3, Canada"
Whiskeyjack Beer Company,/brewers/whiskeyjack-beer-company/34618/,Microbrewery,"485 Ferguson Ave, Haileybury, Ontario, P0J 1K0, Canada"
Whistle Buoy Brewing Company,/brewers/whistle-buoy-brewing-company/40466/,Brewpub,"560 Johnson St, Victoria, British Columbia, V8W 3C6, Canada"
Whistler Brewing Co. (NorthAm Beverages),/brewers/whistler-brewing-co-northam-beverages/11656/,Microbrewery,"1045 Millar Creek Road, Whistler, British Columbia, V0N 1B1, Canada"
White Rock Beach Beer Company,/brewers/white-rock-beach-beer-company/19519/,Microbrewery,"15181 Russell Avenue, White Rock, British Columbia, V4B 3Z6, Canada"
White Sails Brewing,/brewers/white-sails-brewing/25088/,Microbrewery,"125 Comox Rd, Nanaimo, British Columbia, V9R 3H9, Canada"
Whitetooth Brewing Co.,/brewers/whitetooth-brewing-co/29504/,Microbrewery,"623 8th Ave N, Golden, British Columbia, Canada"
Whitewater Brewing Co. (Canada),/brewers/whitewater-brewing-co-canada/16799/,Microbrewery,"22 Fletcher Road, Foresters Falls, Ontario, K0J 1V0, Canada"
Wild Ambition Brewing,/brewers/wild-ambition-brewing/38379/,Microbrewery,"1-3314 Appaloosa Road, Kelowna, British Columbia, V1V 2W5, Canada"
Wild Card Brewing (Canada),/brewers/wild-card-brewing-canada/13526/,Microbrewery,"38 Gotha Street, Trenton, Ontario, Canada"
Wild North Brewing,/brewers/wild-north-brewing/46328/,Brewpub/Brewery,"125 16 Ave N, Creston, British Columbia, V0B1G5, Canada"
Wild Rose Brewery (Sleeman - Sapporo),/brewers/wild-rose-brewery-sleeman-sapporo/726/,Microbrewery,"#2, 4580 Quesnay Wood Drive SW, Calgary, Alberta, T3E 7J3, Canada"
Wildeye Brewing,/brewers/wildeye-brewing/35526/,Microbrewery,"1385 Main St, North Vancouver, British Columbia, V7J 1C4, Canada"
William Street Beer Co.,/brewers/william-street-beer-co/19536/,Microbrewery,"412 William Street Cobourg Ontario K9A 3A3, Cobourg, Ontario, K9A 3A3, Canada"
Willibald Farm Distillery & Brewery,/brewers/willibald-farm-distillery-brewery/42497/,Microbrewery,"1271 Reidsville Rd., Ayr, Ontario, N0B 1E0, Canada"
Wills Beer,/brewers/wills-beer/52068/,Microbrewery,"6729 Av. de l'Esplanade, Montréal, Quebec, H2V 4P9, Canada"
Windmill Brewery (Canada),/brewers/windmill-brewery-canada/29480/,Microbrewery,"5 Newport Dr., Johnstown, Ontario, K0E 1T1, Canada"
Winnipeg Brew Werks,/brewers/winnipeg-brew-werks/36602/,Client Brewer,"1180 Sanford St., Winnipeg, Manitoba, R2K 4J9, Canada"
Winterlong Brewing Co.,/brewers/winterlong-brewing-co/23014/,Brewpub/Brewery,"83 Mount Sima Road, Whitehorse, Yukon, Y1A 0A8, Canada"
Wishbone Brewing Company,/brewers/wishbone-brewing-company/46869/,Microbrewery,"80 Alice St Unit 2, Waterford, Ontario, N0E 1Y0, Canada"
Wolf Brewing Co. (Canada),/brewers/wolf-brewing-co-canada/13329/,Microbrewery,"940 Old Victoria Road, Nanaimo, British Columbia, V9R 6Z8, Canada"
Wood Brothers Brewing Company,/brewers/wood-brothers-brewing-company/31125/,Microbrewery,"2980 Wylie Road, Glen Robertson, Ontario, K0B 1H0, Canada"
Woodcutter's Brewing,/brewers/woodcutter39s-brewing/40840/,Brewpub,"2151 2nd Ave, Whitehorse, Yukon, Y1A 1C6, Canada"
Wooden Horse Brewing Company,/brewers/wooden-horse-brewing-company/30394/,Client Brewer,"Ontario, Canada"
Woodhouse Brewing Co.,/brewers/woodhouse-brewing-co/22144/,Brewpub/Brewery,"301 Lansdowne Ave Unit 2, Toronto, Ontario, M6K 2W5, Canada"
Wrinkly Bear Brewing,/brewers/wrinkly-bear-brewing/46744/,Brewpub,"355 Elmira Rd N #121, Guelph, Ontario, N1K 1E6, Canada"
Yaletown Brewing Co. (MJG - Mark James Group),/brewers/yaletown-brewing-co-mjg-mark-james-group/1092/,Brewpub,"1111 Mainland Street, Vancouver, British Columbia, V6B 2S2, Canada"
Yellow Dog Brewing Co.,/brewers/yellow-dog-brewing-co/19864/,Microbrewery,"#1 - 2817 Murray Street, Port Moody, British Columbia, V3H 1X3, Canada"
YellowBelly Brewery & Public House,/brewers/yellowbelly-brewery-public-house/9635/,Brewpub,"288 Water Street, St. John's, Newfoundland, A1C 5J9, Canada"
Yellowhead Brewing Company,/brewers/yellowhead-brewing-company/11776/,Microbrewery,"10229 105 Street Nw, Edmonton, Alberta, T5J 1E3, Canada"
York Brewery (Canada),/brewers/york-brewery-canada/50678/,Microbrewery,"10 Newkirk Rd Unit 10, Richmond Hill, Ontario, L4C 2C5, Canada"
Your Father's Moustache,/brewers/your-father39s-moustache/43348/,Client Brewer,"5686 Spring Garden Rd, Halifax, Nova Scotia, B3J 1H5, Canada"
Yukon Brewing,/brewers/yukon-brewing/717/,Microbrewery,"102A Copper Road, Whitehorse, Yukon, Y1A 2Z6, Canada"
Zero Issue Brewing,/brewers/zero-issue-brewing/31932/,Microbrewery,"4210 12 St NE, Calgary, Alberta, T2E6K9, Canada"
